Student,ID,SIS User ID,SIS Login ID,Email,Section,Assignment 01,Assignment 02
Synthetic Student 116,SYN-EXP-000116,SYN-SIS-000116,synthetic116,qstone29@schoolname.example,Section D,22.84,31.47
Synthetic Student 117,SYN-EXP-000117,SYN-SIS-000117,synthetic117,rmiller26@schoolname.example,Section A,58.68,62.65
Synthetic Student 118,SYN-EXP-000118,SYN-SIS-000118,synthetic118,srivera26@schoolname.example,Section B,97.17,99.43
Synthetic Student 119,SYN-EXP-000119,SYN-SIS-000119,synthetic119,tnguyen29@schoolname.example,Section C,44.69,44.51
Synthetic Student 120,SYN-EXP-000120,SYN-SIS-000120,synthetic120,vpatel28@schoolname.example,Section D,62.44,56.67
Synthetic Student 121,SYN-EXP-000121,SYN-SIS-000121,synthetic121,achen28@schoolname.example,Section A,95.39,91.22
Synthetic Student 122,SYN-EXP-000122,SYN-SIS-000122,synthetic122,bdavis28@schoolname.example,Section B,29.27,29.42
Synthetic Student 123,SYN-EXP-000123,SYN-SIS-000123,synthetic123,cevans28@schoolname.example,Section C,51.99,65.08
Synthetic Student 124,SYN-EXP-000124,SYN-SIS-000124,synthetic124,dflores26@schoolname.example,Section D,21,32.8
Synthetic Student 125,SYN-EXP-000125,SYN-SIS-000125,synthetic125,egarcia26@schoolname.example,Section A,62.42,74.39
Synthetic Student 126,SYN-EXP-000126,SYN-SIS-000126,synthetic126,fhayes29@schoolname.example,Section B,68.27,67.95
Synthetic Student 127,SYN-EXP-000127,SYN-SIS-000127,synthetic127,gibrahim29@schoolname.example,Section C,24.61,31.77
Synthetic Student 128,SYN-EXP-000128,SYN-SIS-000128,synthetic128,hjohnson28@schoolname.example,Section D,73.46,69.5
Synthetic Student 129,SYN-EXP-000129,SYN-SIS-000129,synthetic129,ikim26@schoolname.example,Section A,52.41,56.42
Synthetic Student 130,SYN-EXP-000130,SYN-SIS-000130,synthetic130,jlewis27@schoolname.example,Section B,32.78,47.37
Synthetic Student 131,SYN-EXP-000131,SYN-SIS-000131,synthetic131,kmartinez26@schoolname.example,Section C,43.6,54.72
Synthetic Student 132,SYN-EXP-000132,SYN-SIS-000132,synthetic132,lnelson28@schoolname.example,Section D,63.73,67.04
Synthetic Student 133,SYN-EXP-000133,SYN-SIS-000133,synthetic133,mortiz27@schoolname.example,Section A,93.93,99.28
Synthetic Student 134,SYN-EXP-000134,SYN-SIS-000134,synthetic134,nprice28@schoolname.example,Section B,52.62,58.1
Synthetic Student 135,SYN-EXP-000135,SYN-SIS-000135,synthetic135,pstone27@schoolname.example,Section C,69.19,67.37
Synthetic Student 136,SYN-EXP-000136,SYN-SIS-000136,synthetic136,qmiller27@schoolname.example,Section D,66.8,72.97
Synthetic Student 137,SYN-EXP-000137,SYN-SIS-000137,synthetic137,rrivera26@schoolname.example,Section A,21.25,0
Synthetic Student 138,SYN-EXP-000138,SYN-SIS-000138,synthetic138,snguyen26@schoolname.example,Section B,90.07,95.17
Synthetic Student 139,SYN-EXP-000139,SYN-SIS-000139,synthetic139,tpatel27@schoolname.example,Section C,41.76,45.19
Synthetic Student 140,SYN-EXP-000140,SYN-SIS-000140,synthetic140,vbrooks28@schoolname.example,Section D,31.45,38.52
Synthetic Student 141,SYN-EXP-000141,SYN-SIS-000141,synthetic141,adavis26@schoolname.example,Section A,80.12,88.05
Synthetic Student 142,SYN-EXP-000142,SYN-SIS-000142,synthetic142,bevans29@schoolname.example,Section B,32.97,37.55
Synthetic Student 143,SYN-EXP-000143,SYN-SIS-000143,synthetic143,cflores29@schoolname.example,Section C,25.86,39.36
Synthetic Student 144,SYN-EXP-000144,SYN-SIS-000144,synthetic144,dgarcia26@schoolname.example,Section D,84.61,82.23
Synthetic Student 145,SYN-EXP-000145,SYN-SIS-000145,synthetic145,ehayes28@schoolname.example,Section A,13.33,0
Synthetic Student 146,SYN-EXP-000146,SYN-SIS-000146,synthetic146,fibrahim29@schoolname.example,Section B,74.98,77.72
Synthetic Student 147,SYN-EXP-000147,SYN-SIS-000147,synthetic147,gjohnson27@schoolname.example,Section C,0,0
Synthetic Student 148,SYN-EXP-000148,SYN-SIS-000148,synthetic148,hkim28@schoolname.example,Section D,33.43,50.06
Synthetic Student 149,SYN-EXP-000149,SYN-SIS-000149,synthetic149,ilewis29@schoolname.example,Section A,44,59.56
Synthetic Student 150,SYN-EXP-000150,SYN-SIS-000150,synthetic150,jmartinez29@schoolname.example,Section B,63.82,73
Synthetic Student 151,SYN-EXP-000151,SYN-SIS-000151,synthetic151,knelson29@schoolname.example,Section C,62.68,0
Synthetic Student 152,SYN-EXP-000152,SYN-SIS-000152,synthetic152,lortiz28@schoolname.example,Section D,63.6,74.13
Synthetic Student 153,SYN-EXP-000153,SYN-SIS-000153,synthetic153,mprice26@schoolname.example,Section A,39.52,44.1
Synthetic Student 154,SYN-EXP-000154,SYN-SIS-000154,synthetic154,nstone27@schoolname.example,Section B,85.1,92.65
Synthetic Student 155,SYN-EXP-000155,SYN-SIS-000155,synthetic155,pmiller28@schoolname.example,Section C,42.4,0
Synthetic Student 156,SYN-EXP-000156,SYN-SIS-000156,synthetic156,qrivera29@schoolname.example,Section D,6.64,20.45
Synthetic Student 157,SYN-EXP-000157,SYN-SIS-000157,synthetic157,rnguyen29@schoolname.example,Section A,56.62,64.63
Synthetic Student 158,SYN-EXP-000158,SYN-SIS-000158,synthetic158,spatel27@schoolname.example,Section B,90.05,90.03
Synthetic Student 159,SYN-EXP-000159,SYN-SIS-000159,synthetic159,tbrooks28@schoolname.example,Section C,47.99,48.7
Synthetic Student 160,SYN-EXP-000160,SYN-SIS-000160,synthetic160,vchen29@schoolname.example,Section D,11.89,30.8
Synthetic Student 161,SYN-EXP-000161,SYN-SIS-000161,synthetic161,aevans27@schoolname.example,Section A,47.54,55.87
Synthetic Student 162,SYN-EXP-000162,SYN-SIS-000162,synthetic162,bflores26@schoolname.example,Section B,61.86,0
Synthetic Student 163,SYN-EXP-000163,SYN-SIS-000163,synthetic163,cgarcia26@schoolname.example,Section C,45.86,50.14
Synthetic Student 164,SYN-EXP-000164,SYN-SIS-000164,synthetic164,dhayes28@schoolname.example,Section D,26.5,33.04
Synthetic Student 165,SYN-EXP-000165,SYN-SIS-000165,synthetic165,eibrahim28@schoolname.example,Section A,39.67,49.68
Synthetic Student 166,SYN-EXP-000166,SYN-SIS-000166,synthetic166,fjohnson29@schoolname.example,Section B,11.98,16.59
Synthetic Student 167,SYN-EXP-000167,SYN-SIS-000167,synthetic167,gkim29@schoolname.example,Section C,69.93,0
Synthetic Student 168,SYN-EXP-000168,SYN-SIS-000168,synthetic168,hlewis26@schoolname.example,Section D,64.78,68.58
Synthetic Student 169,SYN-EXP-000169,SYN-SIS-000169,synthetic169,imartinez26@schoolname.example,Section A,98.84,97.2
Synthetic Student 170,SYN-EXP-000170,SYN-SIS-000170,synthetic170,jnelson29@schoolname.example,Section B,7.5,20.59
Synthetic Student 171,SYN-EXP-000171,SYN-SIS-000171,synthetic171,kortiz29@schoolname.example,Section C,10.9,15.75
Synthetic Student 172,SYN-EXP-000172,SYN-SIS-000172,synthetic172,lprice29@schoolname.example,Section D,22.43,37.46
Synthetic Student 173,SYN-EXP-000173,SYN-SIS-000173,synthetic173,mstone29@schoolname.example,Section A,37.89,40.81
Synthetic Student 174,SYN-EXP-000174,SYN-SIS-000174,synthetic174,nmiller28@schoolname.example,Section B,38.19,0
Synthetic Student 175,SYN-EXP-000175,SYN-SIS-000175,synthetic175,privera27@schoolname.example,Section C,38.77,48.16
Synthetic Student 176,SYN-EXP-000176,SYN-SIS-000176,synthetic176,qnguyen28@schoolname.example,Section D,14.35,31.12
Synthetic Student 177,SYN-EXP-000177,SYN-SIS-000177,synthetic177,rpatel29@schoolname.example,Section A,77.14,80.89
Synthetic Student 178,SYN-EXP-000178,SYN-SIS-000178,synthetic178,sbrooks29@schoolname.example,Section B,7.22,18.31
Synthetic Student 179,SYN-EXP-000179,SYN-SIS-000179,synthetic179,tchen26@schoolname.example,Section C,65.54,75.57
Synthetic Student 180,SYN-EXP-000180,SYN-SIS-000180,synthetic180,vdavis29@schoolname.example,Section D,36.02,43.56
Synthetic Student 181,SYN-EXP-000181,SYN-SIS-000181,synthetic181,aflores28@schoolname.example,Section A,44.6,47.91
Synthetic Student 182,SYN-EXP-000182,SYN-SIS-000182,synthetic182,bgarcia26@schoolname.example,Section B,38.63,50.42
Synthetic Student 183,SYN-EXP-000183,SYN-SIS-000183,synthetic183,chayes28@schoolname.example,Section C,36.84,47.63
Synthetic Student 184,SYN-EXP-000184,SYN-SIS-000184,synthetic184,dibrahim29@schoolname.example,Section D,47.25,55.54
Synthetic Student 185,SYN-EXP-000185,SYN-SIS-000185,synthetic185,ejohnson27@schoolname.example,Section A,59.84,49.28
Synthetic Student 186,SYN-EXP-000186,SYN-SIS-000186,synthetic186,fkim27@schoolname.example,Section B,11.21,25.25
Synthetic Student 187,SYN-EXP-000187,SYN-SIS-000187,synthetic187,glewis26@schoolname.example,Section C,70.23,81.2
Synthetic Student 188,SYN-EXP-000188,SYN-SIS-000188,synthetic188,hmartinez28@schoolname.example,Section D,24.45,35.04
Synthetic Student 189,SYN-EXP-000189,SYN-SIS-000189,synthetic189,inelson28@schoolname.example,Section A,24.46,30.77
Synthetic Student 190,SYN-EXP-000190,SYN-SIS-000190,synthetic190,jortiz26@schoolname.example,Section B,16.94,0
Synthetic Student 191,SYN-EXP-000191,SYN-SIS-000191,synthetic191,kprice27@schoolname.example,Section C,63.2,0
Synthetic Student 192,SYN-EXP-000192,SYN-SIS-000192,synthetic192,lstone27@schoolname.example,Section D,90.68,97.09
Synthetic Student 193,SYN-EXP-000193,SYN-SIS-000193,synthetic193,mmiller29@schoolname.example,Section A,68.7,78.49
Synthetic Student 194,SYN-EXP-000194,SYN-SIS-000194,synthetic194,nrivera26@schoolname.example,Section B,68.43,66.71
Synthetic Student 195,SYN-EXP-000195,SYN-SIS-000195,synthetic195,pnguyen29@schoolname.example,Section C,5.21,17.81
Synthetic Student 196,SYN-EXP-000196,SYN-SIS-000196,synthetic196,qpatel29@schoolname.example,Section D,19.78,26.01
Synthetic Student 197,SYN-EXP-000197,SYN-SIS-000197,synthetic197,rbrooks28@schoolname.example,Section A,39.1,47.54
Synthetic Student 198,SYN-EXP-000198,SYN-SIS-000198,synthetic198,schen28@schoolname.example,Section B,19.83,33.91
Synthetic Student 199,SYN-EXP-000199,SYN-SIS-000199,synthetic199,tdavis26@schoolname.example,Section C,88.82,89.15
Synthetic Student 200,SYN-EXP-000200,SYN-SIS-000200,synthetic200,vevans29@schoolname.example,Section D,44.24,48.59
Synthetic Student 201,SYN-EXP-000201,SYN-SIS-000201,synthetic201,agarcia28@schoolname.example,Section A,85.04,86.69
Synthetic Student 202,SYN-EXP-000202,SYN-SIS-000202,synthetic202,bhayes28@schoolname.example,Section B,13.91,25.9
Synthetic Student 203,SYN-EXP-000203,SYN-SIS-000203,synthetic203,cibrahim27@schoolname.example,Section C,43.85,46.42
Synthetic Student 204,SYN-EXP-000204,SYN-SIS-000204,synthetic204,djohnson29@schoolname.example,Section D,0,47.43
Synthetic Student 205,SYN-EXP-000205,SYN-SIS-000205,synthetic205,ekim29@schoolname.example,Section A,15.14,25.18
Synthetic Student 206,SYN-EXP-000206,SYN-SIS-000206,synthetic206,flewis29@schoolname.example,Section B,77.17,0
Synthetic Student 207,SYN-EXP-000207,SYN-SIS-000207,synthetic207,gmartinez26@schoolname.example,Section C,58.12,57.67
Synthetic Student 208,SYN-EXP-000208,SYN-SIS-000208,synthetic208,hnelson29@schoolname.example,Section D,48.85,46.6
Synthetic Student 209,SYN-EXP-000209,SYN-SIS-000209,synthetic209,iortiz27@schoolname.example,Section A,39.04,40.29
Synthetic Student 210,SYN-EXP-000210,SYN-SIS-000210,synthetic210,jprice27@schoolname.example,Section B,73.14,74.33
Synthetic Student 211,SYN-EXP-000211,SYN-SIS-000211,synthetic211,kstone27@schoolname.example,Section C,31.85,34.74
Synthetic Student 212,SYN-EXP-000212,SYN-SIS-000212,synthetic212,lmiller28@schoolname.example,Section D,0,44.47
Synthetic Student 213,SYN-EXP-000213,SYN-SIS-000213,synthetic213,mrivera27@schoolname.example,Section A,37.84,43.59
Synthetic Student 214,SYN-EXP-000214,SYN-SIS-000214,synthetic214,nnguyen26@schoolname.example,Section B,29.63,40.98
Synthetic Student 215,SYN-EXP-000215,SYN-SIS-000215,synthetic215,ppatel29@schoolname.example,Section C,43.4,62.82
Synthetic Student 216,SYN-EXP-000216,SYN-SIS-000216,synthetic216,qbrooks29@schoolname.example,Section D,46.52,49.25
Synthetic Student 217,SYN-EXP-000217,SYN-SIS-000217,synthetic217,rchen26@schoolname.example,Section A,89.74,95.12
Synthetic Student 218,SYN-EXP-000218,SYN-SIS-000218,synthetic218,sdavis27@schoolname.example,Section B,19.39,25.07
Synthetic Student 219,SYN-EXP-000219,SYN-SIS-000219,synthetic219,tevans29@schoolname.example,Section C,25.8,35.81
Synthetic Student 220,SYN-EXP-000220,SYN-SIS-000220,synthetic220,vflores27@schoolname.example,Section D,70.3,0
Synthetic Student 221,SYN-EXP-000221,SYN-SIS-000221,synthetic221,ahayes29@schoolname.example,Section A,73.3,74.41
Synthetic Student 222,SYN-EXP-000222,SYN-SIS-000222,synthetic222,bibrahim29@schoolname.example,Section B,25.05,33.93
