extraction_batch_id,source_system,school_year,canvas_course_id,course_id,course_name,course_track,section_id,section_label,period_label,teacher_id,teacher_label,sis_user_id,student_label,email,grade_level,enrollment_status
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-012,Honors Algebra 2 - Synthetic Section 01-12,Period 2,TCH-003,Teacher 03,SYN-SIS-000109,Synthetic Student 109,ijohnson28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-012,Honors Algebra 2 - Synthetic Section 01-12,Period 2,TCH-003,Teacher 03,SYN-SIS-000154,Synthetic Student 154,nstone27@schoolname.example,11,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-012,Honors Algebra 2 - Synthetic Section 01-12,Period 2,TCH-003,Teacher 03,SYN-SIS-000155,Synthetic Student 155,pmiller28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-012,Honors Algebra 2 - Synthetic Section 01-12,Period 2,TCH-003,Teacher 03,SYN-SIS-000192,Synthetic Student 192,lstone27@schoolname.example,11,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-012,Honors Algebra 2 - Synthetic Section 01-12,Period 2,TCH-003,Teacher 03,SYN-SIS-000251,Synthetic Student 251,krivera29@schoolname.example,9,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-012,Honors Algebra 2 - Synthetic Section 01-12,Period 2,TCH-003,Teacher 03,SYN-SIS-000255,Synthetic Student 255,pchen27@schoolname.example,11,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-012,Honors Algebra 2 - Synthetic Section 01-12,Period 2,TCH-003,Teacher 03,SYN-SIS-000281,Synthetic Student 281,akim29@schoolname.example,9,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-013,Honors Algebra 2 - Synthetic Section 01-13,Period 3,TCH-003,Teacher 03,SYN-SIS-000055,Synthetic Student 055,pmartinez29@schoolname.example,9,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-013,Honors Algebra 2 - Synthetic Section 01-13,Period 3,TCH-003,Teacher 03,SYN-SIS-000090,Synthetic Student 090,jjohnson27@schoolname.example,11,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-013,Honors Algebra 2 - Synthetic Section 01-13,Period 3,TCH-003,Teacher 03,SYN-SIS-000094,Synthetic Student 094,nnelson28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-013,Honors Algebra 2 - Synthetic Section 01-13,Period 3,TCH-003,Teacher 03,SYN-SIS-000120,Synthetic Student 120,vpatel28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-013,Honors Algebra 2 - Synthetic Section 01-13,Period 3,TCH-003,Teacher 03,SYN-SIS-000127,Synthetic Student 127,gibrahim29@schoolname.example,9,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-013,Honors Algebra 2 - Synthetic Section 01-13,Period 3,TCH-003,Teacher 03,SYN-SIS-000130,Synthetic Student 130,jlewis27@schoolname.example,11,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-013,Honors Algebra 2 - Synthetic Section 01-13,Period 3,TCH-003,Teacher 03,SYN-SIS-000159,Synthetic Student 159,tbrooks28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-013,Honors Algebra 2 - Synthetic Section 01-13,Period 3,TCH-003,Teacher 03,SYN-SIS-000173,Synthetic Student 173,mstone29@schoolname.example,9,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-013,Honors Algebra 2 - Synthetic Section 01-13,Period 3,TCH-003,Teacher 03,SYN-SIS-000238,Synthetic Student 238,sevans28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-013,Honors Algebra 2 - Synthetic Section 01-13,Period 3,TCH-003,Teacher 03,SYN-SIS-000257,Synthetic Student 257,revans28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-013,Honors Algebra 2 - Synthetic Section 01-13,Period 3,TCH-003,Teacher 03,SYN-SIS-000271,Synthetic Student 271,knguyen29@schoolname.example,9,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-014,Honors Algebra 2 - Synthetic Section 01-14,Period 4,TCH-003,Teacher 03,SYN-SIS-000001,Synthetic Student 001,astone29@schoolname.example,9,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-014,Honors Algebra 2 - Synthetic Section 01-14,Period 4,TCH-003,Teacher 03,SYN-SIS-000027,Synthetic Student 027,gdavis28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-014,Honors Algebra 2 - Synthetic Section 01-14,Period 4,TCH-003,Teacher 03,SYN-SIS-000057,Synthetic Student 057,rortiz29@schoolname.example,9,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-014,Honors Algebra 2 - Synthetic Section 01-14,Period 4,TCH-003,Teacher 03,SYN-SIS-000112,Synthetic Student 112,lmartinez29@schoolname.example,9,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-014,Honors Algebra 2 - Synthetic Section 01-14,Period 4,TCH-003,Teacher 03,SYN-SIS-000135,Synthetic Student 135,pstone27@schoolname.example,11,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-014,Honors Algebra 2 - Synthetic Section 01-14,Period 4,TCH-003,Teacher 03,SYN-SIS-000148,Synthetic Student 148,hkim28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-014,Honors Algebra 2 - Synthetic Section 01-14,Period 4,TCH-003,Teacher 03,SYN-SIS-000174,Synthetic Student 174,nmiller28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-014,Honors Algebra 2 - Synthetic Section 01-14,Period 4,TCH-003,Teacher 03,SYN-SIS-000181,Synthetic Student 181,aflores28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-014,Honors Algebra 2 - Synthetic Section 01-14,Period 4,TCH-003,Teacher 03,SYN-SIS-000196,Synthetic Student 196,qpatel29@schoolname.example,9,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-014,Honors Algebra 2 - Synthetic Section 01-14,Period 4,TCH-003,Teacher 03,SYN-SIS-000236,Synthetic Student 236,qchen29@schoolname.example,9,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-014,Honors Algebra 2 - Synthetic Section 01-14,Period 4,TCH-003,Teacher 03,SYN-SIS-000274,Synthetic Student 274,nchen29@schoolname.example,9,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-015,Honors Algebra 2 - Synthetic Section 01-15,Period 5,TCH-003,Teacher 03,SYN-SIS-000013,Synthetic Student 013,mibrahim28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-015,Honors Algebra 2 - Synthetic Section 01-15,Period 5,TCH-003,Teacher 03,SYN-SIS-000016,Synthetic Student 016,qlewis29@schoolname.example,9,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-015,Honors Algebra 2 - Synthetic Section 01-15,Period 5,TCH-003,Teacher 03,SYN-SIS-000108,Synthetic Student 108,hibrahim27@schoolname.example,11,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-015,Honors Algebra 2 - Synthetic Section 01-15,Period 5,TCH-003,Teacher 03,SYN-SIS-000160,Synthetic Student 160,vchen29@schoolname.example,9,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-015,Honors Algebra 2 - Synthetic Section 01-15,Period 5,TCH-003,Teacher 03,SYN-SIS-000177,Synthetic Student 177,rpatel29@schoolname.example,9,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-015,Honors Algebra 2 - Synthetic Section 01-15,Period 5,TCH-003,Teacher 03,SYN-SIS-000202,Synthetic Student 202,bhayes28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-015,Honors Algebra 2 - Synthetic Section 01-15,Period 5,TCH-003,Teacher 03,SYN-SIS-000230,Synthetic Student 230,jstone28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-015,Honors Algebra 2 - Synthetic Section 01-15,Period 5,TCH-003,Teacher 03,SYN-SIS-000237,Synthetic Student 237,rdavis28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-015,Honors Algebra 2 - Synthetic Section 01-15,Period 5,TCH-003,Teacher 03,SYN-SIS-000241,Synthetic Student 241,aibrahim28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-H-2025-2026,MATH-ALG2-H,Honors Algebra 2,honors,Y00-SEC-015,Honors Algebra 2 - Synthetic Section 01-15,Period 5,TCH-003,Teacher 03,SYN-SIS-000272,Synthetic Student 272,lpatel27@schoolname.example,11,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-2025-2026,MATH-ALG2,Algebra 2,regular,Y00-SEC-009,Algebra 2 - Synthetic Section 01-09,Period 5,TCH-002,Teacher 02,SYN-SIS-000023,Synthetic Student 023,cnguyen28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-2025-2026,MATH-ALG2,Algebra 2,regular,Y00-SEC-009,Algebra 2 - Synthetic Section 01-09,Period 5,TCH-002,Teacher 02,SYN-SIS-000059,Synthetic Student 059,tstone28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-2025-2026,MATH-ALG2,Algebra 2,regular,Y00-SEC-009,Algebra 2 - Synthetic Section 01-09,Period 5,TCH-002,Teacher 02,SYN-SIS-000061,Synthetic Student 061,anguyen28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-2025-2026,MATH-ALG2,Algebra 2,regular,Y00-SEC-009,Algebra 2 - Synthetic Section 01-09,Period 5,TCH-002,Teacher 02,SYN-SIS-000064,Synthetic Student 064,dchen27@schoolname.example,11,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-2025-2026,MATH-ALG2,Algebra 2,regular,Y00-SEC-009,Algebra 2 - Synthetic Section 01-09,Period 5,TCH-002,Teacher 02,SYN-SIS-000079,Synthetic Student 079,tmiller28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-2025-2026,MATH-ALG2,Algebra 2,regular,Y00-SEC-009,Algebra 2 - Synthetic Section 01-09,Period 5,TCH-002,Teacher 02,SYN-SIS-000140,Synthetic Student 140,vbrooks28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-2025-2026,MATH-ALG2,Algebra 2,regular,Y00-SEC-009,Algebra 2 - Synthetic Section 01-09,Period 5,TCH-002,Teacher 02,SYN-SIS-000191,Synthetic Student 191,kprice27@schoolname.example,11,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-2025-2026,MATH-ALG2,Algebra 2,regular,Y00-SEC-009,Algebra 2 - Synthetic Section 01-09,Period 5,TCH-002,Teacher 02,SYN-SIS-000209,Synthetic Student 209,iortiz27@schoolname.example,11,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-2025-2026,MATH-ALG2,Algebra 2,regular,Y00-SEC-009,Algebra 2 - Synthetic Section 01-09,Period 5,TCH-002,Teacher 02,SYN-SIS-000229,Synthetic Student 229,iprice27@schoolname.example,11,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-2025-2026,MATH-ALG2,Algebra 2,regular,Y00-SEC-009,Algebra 2 - Synthetic Section 01-09,Period 5,TCH-002,Teacher 02,SYN-SIS-000234,Synthetic Student 234,npatel28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-2025-2026,MATH-ALG2,Algebra 2,regular,Y00-SEC-009,Algebra 2 - Synthetic Section 01-09,Period 5,TCH-002,Teacher 02,SYN-SIS-000244,Synthetic Student 244,dlewis28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-2025-2026,MATH-ALG2,Algebra 2,regular,Y00-SEC-009,Algebra 2 - Synthetic Section 01-09,Period 5,TCH-002,Teacher 02,SYN-SIS-000249,Synthetic Student 249,istone28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-2025-2026,MATH-ALG2,Algebra 2,regular,Y00-SEC-010,Algebra 2 - Synthetic Section 01-10,Period 6,TCH-002,Teacher 02,SYN-SIS-000004,Synthetic Student 004,dnguyen27@schoolname.example,11,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-2025-2026,MATH-ALG2,Algebra 2,regular,Y00-SEC-010,Algebra 2 - Synthetic Section 01-10,Period 6,TCH-002,Teacher 02,SYN-SIS-000014,Synthetic Student 014,njohnson28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-2025-2026,MATH-ALG2,Algebra 2,regular,Y00-SEC-010,Algebra 2 - Synthetic Section 01-10,Period 6,TCH-002,Teacher 02,SYN-SIS-000033,Synthetic Student 033,mjohnson28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-2025-2026,MATH-ALG2,Algebra 2,regular,Y00-SEC-010,Algebra 2 - Synthetic Section 01-10,Period 6,TCH-002,Teacher 02,SYN-SIS-000066,Synthetic Student 066,fevans28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-2025-2026,MATH-ALG2,Algebra 2,regular,Y00-SEC-010,Algebra 2 - Synthetic Section 01-10,Period 6,TCH-002,Teacher 02,SYN-SIS-000069,Synthetic Student 069,ihayes28@schoolname.example,10,active
synthetic_canvas_profile_extract_v2,synthetic_canvas,2025-2026,SYN-CANVAS-MATH-ALG2-2025-2026,MATH-ALG2,Algebra 2,regular,Y00-SEC-010,Algebra 2 - Synthetic Section 01-10,Period 6,TCH-002,Teacher 02,SYN-SIS-000088,Synthetic Student 088,hhayes28@schoolname.example,10,active
