Student,ID,SIS User ID,SIS Login ID,Email,Section,Assignment 07,Assignment 08
Synthetic Student 340,SYN-EXP-000340,SYN-SIS-000340,synthetic340,vlewis30@schoolname.example,Section D,70.84,67.84
Synthetic Student 341,SYN-EXP-000341,SYN-SIS-000341,synthetic341,anelson30@schoolname.example,Section A,42.19,50.03
Synthetic Student 342,SYN-EXP-000342,SYN-SIS-000342,synthetic342,bortiz30@schoolname.example,Section B,56.44,63.43
Synthetic Student 343,SYN-EXP-000343,SYN-SIS-000343,synthetic343,cprice30@schoolname.example,Section C,64.63,0
Synthetic Student 344,SYN-EXP-000344,SYN-SIS-000344,synthetic344,dstone30@schoolname.example,Section D,24.7,29.21
Synthetic Student 345,SYN-EXP-000345,SYN-SIS-000345,synthetic345,emiller30@schoolname.example,Section A,28.78,34.69
Synthetic Student 346,SYN-EXP-000346,SYN-SIS-000346,synthetic346,frivera30@schoolname.example,Section B,20.91,19.47
Synthetic Student 347,SYN-EXP-000347,SYN-SIS-000347,synthetic347,gnguyen31@schoolname.example,Section C,27.14,0
Synthetic Student 348,SYN-EXP-000348,SYN-SIS-000348,synthetic348,hpatel31@schoolname.example,Section D,39.45,45.05
Synthetic Student 349,SYN-EXP-000349,SYN-SIS-000349,synthetic349,ibrooks31@schoolname.example,Section A,53.41,56.63
Synthetic Student 350,SYN-EXP-000350,SYN-SIS-000350,synthetic350,jchen31@schoolname.example,Section B,66.48,70.92
Synthetic Student 351,SYN-EXP-000351,SYN-SIS-000351,synthetic351,kdavis31@schoolname.example,Section C,43.95,50.56
Synthetic Student 352,SYN-EXP-000352,SYN-SIS-000352,synthetic352,levans31@schoolname.example,Section D,63.14,70.69
Synthetic Student 353,SYN-EXP-000353,SYN-SIS-000353,synthetic353,mflores31@schoolname.example,Section A,25.09,33.43
Synthetic Student 354,SYN-EXP-000354,SYN-SIS-000354,synthetic354,ngarcia31@schoolname.example,Section B,44.03,41.1
Synthetic Student 355,SYN-EXP-000355,SYN-SIS-000355,synthetic355,phayes31@schoolname.example,Section C,54.45,67.59
Synthetic Student 356,SYN-EXP-000356,SYN-SIS-000356,synthetic356,qibrahim31@schoolname.example,Section D,77.76,0
Synthetic Student 357,SYN-EXP-000357,SYN-SIS-000357,synthetic357,rjohnson31@schoolname.example,Section A,16.83,27.66
Synthetic Student 358,SYN-EXP-000358,SYN-SIS-000358,synthetic358,skim31@schoolname.example,Section B,40.95,52.24
Synthetic Student 359,SYN-EXP-000359,SYN-SIS-000359,synthetic359,tlewis31@schoolname.example,Section C,61.37,70.17
Synthetic Student 360,SYN-EXP-000360,SYN-SIS-000360,synthetic360,vmartinez31@schoolname.example,Section D,53.42,52.89
Synthetic Student 361,SYN-EXP-000361,SYN-SIS-000361,synthetic361,aortiz31@schoolname.example,Section A,36.92,0
Synthetic Student 362,SYN-EXP-000362,SYN-SIS-000362,synthetic362,bprice31@schoolname.example,Section B,89.32,92.02
Synthetic Student 363,SYN-EXP-000363,SYN-SIS-000363,synthetic363,cstone31@schoolname.example,Section C,14.88,22.97
Synthetic Student 364,SYN-EXP-000364,SYN-SIS-000364,synthetic364,dmiller31@schoolname.example,Section D,18.89,26.62
Synthetic Student 365,SYN-EXP-000365,SYN-SIS-000365,synthetic365,erivera31@schoolname.example,Section A,0,53.92
Synthetic Student 366,SYN-EXP-000366,SYN-SIS-000366,synthetic366,fnguyen31@schoolname.example,Section B,27.9,33.1
Synthetic Student 367,SYN-EXP-000367,SYN-SIS-000367,synthetic367,gpatel31@schoolname.example,Section C,22.75,38.27
Synthetic Student 368,SYN-EXP-000368,SYN-SIS-000368,synthetic368,hbrooks31@schoolname.example,Section D,28.19,45.09
Synthetic Student 369,SYN-EXP-000369,SYN-SIS-000369,synthetic369,ichen31@schoolname.example,Section A,48.25,51.76
Synthetic Student 370,SYN-EXP-000370,SYN-SIS-000370,synthetic370,jdavis31@schoolname.example,Section B,25.71,32.35
Synthetic Student 371,SYN-EXP-000371,SYN-SIS-000371,synthetic371,kevans31@schoolname.example,Section C,50.7,53.98
Synthetic Student 372,SYN-EXP-000372,SYN-SIS-000372,synthetic372,lflores31@schoolname.example,Section D,48.86,52.28
Synthetic Student 373,SYN-EXP-000373,SYN-SIS-000373,synthetic373,mgarcia31@schoolname.example,Section A,54.74,67.34
Synthetic Student 374,SYN-EXP-000374,SYN-SIS-000374,synthetic374,nhayes31@schoolname.example,Section B,16.7,24.58
Synthetic Student 375,SYN-EXP-000375,SYN-SIS-000375,synthetic375,pibrahim31@schoolname.example,Section C,0,0
Synthetic Student 376,SYN-EXP-000376,SYN-SIS-000376,synthetic376,qjohnson31@schoolname.example,Section D,56.29,55.21
Synthetic Student 377,SYN-EXP-000377,SYN-SIS-000377,synthetic377,rkim31@schoolname.example,Section A,14.71,19.92
Synthetic Student 378,SYN-EXP-000378,SYN-SIS-000378,synthetic378,slewis31@schoolname.example,Section B,69,77.33
Synthetic Student 379,SYN-EXP-000379,SYN-SIS-000379,synthetic379,tmartinez31@schoolname.example,Section C,47.69,53.33
Synthetic Student 380,SYN-EXP-000380,SYN-SIS-000380,synthetic380,vnelson31@schoolname.example,Section D,18.72,28.36
Synthetic Student 381,SYN-EXP-000381,SYN-SIS-000381,synthetic381,aprice31@schoolname.example,Section A,38.89,47.29
Synthetic Student 382,SYN-EXP-000382,SYN-SIS-000382,synthetic382,bstone31@schoolname.example,Section B,37.59,47.31
Synthetic Student 383,SYN-EXP-000383,SYN-SIS-000383,synthetic383,cmiller31@schoolname.example,Section C,31.08,37.11
Synthetic Student 384,SYN-EXP-000384,SYN-SIS-000384,synthetic384,drivera31@schoolname.example,Section D,59.41,76.68
Synthetic Student 385,SYN-EXP-000385,SYN-SIS-000385,synthetic385,enguyen31@schoolname.example,Section A,63.25,61.03
Synthetic Student 386,SYN-EXP-000386,SYN-SIS-000386,synthetic386,fpatel31@schoolname.example,Section B,32.17,39.55
Synthetic Student 387,SYN-EXP-000387,SYN-SIS-000387,synthetic387,gbrooks31@schoolname.example,Section C,36.94,42.92
Synthetic Student 388,SYN-EXP-000388,SYN-SIS-000388,synthetic388,hchen31@schoolname.example,Section D,34.66,44.05
Synthetic Student 389,SYN-EXP-000389,SYN-SIS-000389,synthetic389,idavis31@schoolname.example,Section A,39.59,48.25
Synthetic Student 390,SYN-EXP-000390,SYN-SIS-000390,synthetic390,jevans31@schoolname.example,Section B,82.1,92.57
Synthetic Student 391,SYN-EXP-000391,SYN-SIS-000391,synthetic391,kflores31@schoolname.example,Section C,0,46.66
Synthetic Student 392,SYN-EXP-000392,SYN-SIS-000392,synthetic392,lgarcia31@schoolname.example,Section D,26.37,30.79
Synthetic Student 393,SYN-EXP-000393,SYN-SIS-000393,synthetic393,mhayes31@schoolname.example,Section A,16.18,25.34
Synthetic Student 394,SYN-EXP-000394,SYN-SIS-000394,synthetic394,nibrahim31@schoolname.example,Section B,24.58,44.04
Synthetic Student 395,SYN-EXP-000395,SYN-SIS-000395,synthetic395,pjohnson31@schoolname.example,Section C,33.43,43.22
Synthetic Student 396,SYN-EXP-000396,SYN-SIS-000396,synthetic396,qkim31@schoolname.example,Section D,0,75.65
Synthetic Student 397,SYN-EXP-000397,SYN-SIS-000397,synthetic397,rlewis31@schoolname.example,Section A,24.33,30.37
Synthetic Student 398,SYN-EXP-000398,SYN-SIS-000398,synthetic398,smartinez31@schoolname.example,Section B,45.87,52.13
Synthetic Student 399,SYN-EXP-000399,SYN-SIS-000399,synthetic399,tnelson31@schoolname.example,Section C,78.45,84.45
Synthetic Student 400,SYN-EXP-000400,SYN-SIS-000400,synthetic400,vortiz31@schoolname.example,Section D,23.37,32.26
Synthetic Student 401,SYN-EXP-000401,SYN-SIS-000401,synthetic401,astone31@schoolname.example,Section A,46.22,43.55
Synthetic Student 402,SYN-EXP-000402,SYN-SIS-000402,synthetic402,bmiller31@schoolname.example,Section B,64.24,73.92
Synthetic Student 403,SYN-EXP-000403,SYN-SIS-000403,synthetic403,crivera31@schoolname.example,Section C,75.57,79.23
Synthetic Student 404,SYN-EXP-000404,SYN-SIS-000404,synthetic404,dnguyen31@schoolname.example,Section D,0,76.63
Synthetic Student 405,SYN-EXP-000405,SYN-SIS-000405,synthetic405,epatel31@schoolname.example,Section A,17.32,25.48
Synthetic Student 406,SYN-EXP-000406,SYN-SIS-000406,synthetic406,fbrooks31@schoolname.example,Section B,84.9,80.48
Synthetic Student 407,SYN-EXP-000407,SYN-SIS-000407,synthetic407,gchen31@schoolname.example,Section C,45.55,55.26
Synthetic Student 408,SYN-EXP-000408,SYN-SIS-000408,synthetic408,hdavis31@schoolname.example,Section D,43.98,47.11
Synthetic Student 409,SYN-EXP-000409,SYN-SIS-000409,synthetic409,ievans31@schoolname.example,Section A,48.08,0
Synthetic Student 410,SYN-EXP-000410,SYN-SIS-000410,synthetic410,jflores32@schoolname.example,Section B,73.32,89.45
Synthetic Student 411,SYN-EXP-000411,SYN-SIS-000411,synthetic411,kgarcia32@schoolname.example,Section C,0,59.26
Synthetic Student 412,SYN-EXP-000412,SYN-SIS-000412,synthetic412,lhayes32@schoolname.example,Section D,35.01,39.82
Synthetic Student 413,SYN-EXP-000413,SYN-SIS-000413,synthetic413,mibrahim32@schoolname.example,Section A,53.1,62.99
Synthetic Student 414,SYN-EXP-000414,SYN-SIS-000414,synthetic414,njohnson32@schoolname.example,Section B,24.33,0
Synthetic Student 415,SYN-EXP-000415,SYN-SIS-000415,synthetic415,pkim32@schoolname.example,Section C,27.45,35.85
Synthetic Student 416,SYN-EXP-000416,SYN-SIS-000416,synthetic416,qlewis32@schoolname.example,Section D,32.07,35.89
Synthetic Student 417,SYN-EXP-000417,SYN-SIS-000417,synthetic417,rmartinez32@schoolname.example,Section A,52.11,54.04
Synthetic Student 418,SYN-EXP-000418,SYN-SIS-000418,synthetic418,snelson32@schoolname.example,Section B,54.19,0
Synthetic Student 419,SYN-EXP-000419,SYN-SIS-000419,synthetic419,tortiz32@schoolname.example,Section C,44.71,48.89
Synthetic Student 420,SYN-EXP-000420,SYN-SIS-000420,synthetic420,vprice32@schoolname.example,Section D,31.04,36.29
