Student,ID,SIS User ID,SIS Login ID,Email,Section,Assignment 01,Assignment 02,Assignment 03,Assignment 04,Assignment 05,Assignment 06,Assignment 07,Assignment 08,Assignment 09,Assignment 10,Assignment 11,Assignment 12,Assignment 13,Assignment 14
Synthetic Student 023,SYN-EXP-000023,SYN-SIS-000023,synthetic023,cnguyen28@schoolname.example,Section C,77.21,80.29,86.54,82.41,79.07,78.96,,,,,,,,
Synthetic Student 024,SYN-EXP-000024,SYN-SIS-000024,synthetic024,dpatel26@schoolname.example,Section D,59.22,68.87,,,,,,,,,,,,
Synthetic Student 025,SYN-EXP-000025,SYN-SIS-000025,synthetic025,ebrooks29@schoolname.example,Section A,0,68.69,62.17,76.06,75.12,83.37,77.47,82.71,,,,,,
Synthetic Student 026,SYN-EXP-000026,SYN-SIS-000026,synthetic026,fchen28@schoolname.example,Section B,47.21,44.92,48.97,0,0,55.47,,,,,,,,
Synthetic Student 027,SYN-EXP-000027,SYN-SIS-000027,synthetic027,gdavis28@schoolname.example,Section C,73.41,66.85,71.23,77.88,81.35,81.41,,,,,,,,
Synthetic Student 028,SYN-EXP-000028,SYN-SIS-000028,synthetic028,hevans28@schoolname.example,Section D,42.62,51.3,47.82,61.61,58.4,62.61,,,,,,,,
Synthetic Student 029,SYN-EXP-000029,SYN-SIS-000029,synthetic029,iflores29@schoolname.example,Section A,50.36,50.6,49.17,55.4,49.96,50.45,50.29,58.25,,,,,,
Synthetic Student 030,SYN-EXP-000030,SYN-SIS-000030,synthetic030,jgarcia28@schoolname.example,Section B,74.92,84.53,82.09,86.36,86.48,88.14,,,,,,,,
Synthetic Student 031,SYN-EXP-000031,SYN-SIS-000031,synthetic031,khayes29@schoolname.example,Section C,64.38,68.12,65.44,74.47,75.28,77.81,74.81,78.65,,,,,,
Synthetic Student 032,SYN-EXP-000032,SYN-SIS-000032,synthetic032,librahim29@schoolname.example,Section D,76.12,80.58,76.19,88.54,83.76,84.67,85.29,79.04,,,,,,
Synthetic Student 033,SYN-EXP-000033,SYN-SIS-000033,synthetic033,mjohnson28@schoolname.example,Section A,35.64,0,42.58,51.3,49.6,0,,,,,,,,
Synthetic Student 034,SYN-EXP-000034,SYN-SIS-000034,synthetic034,nkim26@schoolname.example,Section B,100,100,,,,,,,,,,,,
Synthetic Student 035,SYN-EXP-000035,SYN-SIS-000035,synthetic035,plewis29@schoolname.example,Section C,11.52,21.55,21.83,22.74,19.34,31.55,29.72,30.99,,,,,,
Synthetic Student 036,SYN-EXP-000036,SYN-SIS-000036,synthetic036,qmartinez26@schoolname.example,Section D,65.48,75.66,,,,,,,,,,,,
Synthetic Student 037,SYN-EXP-000037,SYN-SIS-000037,synthetic037,rnelson27@schoolname.example,Section A,42.31,49.25,47.81,47.69,,,,,,,,,,
Synthetic Student 038,SYN-EXP-000038,SYN-SIS-000038,synthetic038,sortiz27@schoolname.example,Section B,59.96,65.72,69.46,0,,,,,,,,,,
Synthetic Student 039,SYN-EXP-000039,SYN-SIS-000039,synthetic039,tprice29@schoolname.example,Section C,34.26,37.38,37.39,0,0,50.42,54.13,0,,,,,,
Synthetic Student 040,SYN-EXP-000040,SYN-SIS-000040,synthetic040,vstone26@schoolname.example,Section D,81.53,86.66,,,,,,,,,,,,
Synthetic Student 041,SYN-EXP-000041,SYN-SIS-000041,synthetic041,arivera27@schoolname.example,Section A,0,56.58,58.55,65.71,,,,,,,,,,
Synthetic Student 042,SYN-EXP-000042,SYN-SIS-000042,synthetic042,bnguyen26@schoolname.example,Section B,86.06,87.41,,,,,,,,,,,,
Synthetic Student 043,SYN-EXP-000043,SYN-SIS-000043,synthetic043,cpatel27@schoolname.example,Section C,74.62,81.99,76.12,84.84,,,,,,,,,,
Synthetic Student 044,SYN-EXP-000044,SYN-SIS-000044,synthetic044,dbrooks26@schoolname.example,Section D,32.96,34.47,,,,,,,,,,,,
Synthetic Student 045,SYN-EXP-000045,SYN-SIS-000045,synthetic045,echen29@schoolname.example,Section A,35.67,45.86,45.24,53.2,52.57,59.05,58.14,64.37,,,,,,
Synthetic Student 046,SYN-EXP-000046,SYN-SIS-000046,synthetic046,fdavis29@schoolname.example,Section B,43.95,55.06,52.92,0,59.07,58.2,60.67,0,,,,,,
Synthetic Student 047,SYN-EXP-000047,SYN-SIS-000047,synthetic047,gevans27@schoolname.example,Section C,80.63,87.51,88.01,91.45,,,,,,,,,,
Synthetic Student 048,SYN-EXP-000048,SYN-SIS-000048,synthetic048,hflores26@schoolname.example,Section D,45.74,55.24,,,,,,,,,,,,
Synthetic Student 049,SYN-EXP-000049,SYN-SIS-000049,synthetic049,igarcia26@schoolname.example,Section A,0,95.6,,,,,,,,,,,,
Synthetic Student 050,SYN-EXP-000050,SYN-SIS-000050,synthetic050,jhayes29@schoolname.example,Section B,24.35,30.8,30.18,37.1,31.4,35.88,38.82,38.18,,,,,,
Synthetic Student 051,SYN-EXP-000051,SYN-SIS-000051,synthetic051,kibrahim29@schoolname.example,Section C,57.53,61.75,68.15,66.34,69.22,73.43,71.51,0,,,,,,
Synthetic Student 052,SYN-EXP-000052,SYN-SIS-000052,synthetic052,ljohnson28@schoolname.example,Section D,56.8,0,67.55,68.34,68.45,75.75,,,,,,,,
Synthetic Student 053,SYN-EXP-000053,SYN-SIS-000053,synthetic053,mkim29@schoolname.example,Section A,95.31,98.97,94.16,93.37,89.98,90.38,97.33,98.87,,,,,,
Synthetic Student 054,SYN-EXP-000054,SYN-SIS-000054,synthetic054,nlewis29@schoolname.example,Section B,17.3,24.79,17.88,26.12,26.59,38.33,0,39.95,,,,,,
Synthetic Student 055,SYN-EXP-000055,SYN-SIS-000055,synthetic055,pmartinez29@schoolname.example,Section C,69.54,72.02,72.32,73.96,70.72,75.98,77.69,0,,,,,,
Synthetic Student 056,SYN-EXP-000056,SYN-SIS-000056,synthetic056,qnelson26@schoolname.example,Section D,54.26,62.31,,,,,,,,,,,,
Synthetic Student 057,SYN-EXP-000057,SYN-SIS-000057,synthetic057,rortiz29@schoolname.example,Section A,72.56,76.85,75.5,80.59,77.04,81.23,72.03,72.59,,,,,,
Synthetic Student 058,SYN-EXP-000058,SYN-SIS-000058,synthetic058,sprice29@schoolname.example,Section B,49.73,57.46,52.59,55.62,59.38,61.07,62.32,64.84,,,,,,
Synthetic Student 059,SYN-EXP-000059,SYN-SIS-000059,synthetic059,tstone28@schoolname.example,Section C,0,26,0,23.35,24.35,30.68,,,,,,,,
Synthetic Student 060,SYN-EXP-000060,SYN-SIS-000060,synthetic060,vmiller27@schoolname.example,Section D,53.87,45.96,48.39,52.59,,,,,,,,,,
Synthetic Student 061,SYN-EXP-000061,SYN-SIS-000061,synthetic061,anguyen28@schoolname.example,Section A,16.45,31.98,0,32.57,27.85,34.34,,,,,,,,
Synthetic Student 062,SYN-EXP-000062,SYN-SIS-000062,synthetic062,bpatel29@schoolname.example,Section B,63.28,71.93,77.41,0,75.77,70.99,0,0,,,,,,
Synthetic Student 063,SYN-EXP-000063,SYN-SIS-000063,synthetic063,cbrooks28@schoolname.example,Section C,39.58,49.93,42.59,52.81,42.6,51.31,,,,,,,,
Synthetic Student 064,SYN-EXP-000064,SYN-SIS-000064,synthetic064,dchen27@schoolname.example,Section D,27.06,32.27,28.93,30.64,,,,,,,,,,
Synthetic Student 065,SYN-EXP-000065,SYN-SIS-000065,synthetic065,edavis29@schoolname.example,Section A,21.39,32.71,0,34.39,27.32,36.45,30.95,38.79,,,,,,
Synthetic Student 066,SYN-EXP-000066,SYN-SIS-000066,synthetic066,fevans28@schoolname.example,Section B,60.92,64.71,65.46,66.88,66.73,69.07,,,,,,,,
Synthetic Student 067,SYN-EXP-000067,SYN-SIS-000067,synthetic067,gflores28@schoolname.example,Section C,35.06,41.63,42.71,38.6,36.74,43.82,,,,,,,,
Synthetic Student 068,SYN-EXP-000068,SYN-SIS-000068,synthetic068,hgarcia27@schoolname.example,Section D,69.53,74.03,72.14,73.06,,,,,,,,,,
Synthetic Student 069,SYN-EXP-000069,SYN-SIS-000069,synthetic069,ihayes28@schoolname.example,Section A,57.17,59.61,58.97,63.31,59.27,62.52,,,,,,,,
Synthetic Student 070,SYN-EXP-000070,SYN-SIS-000070,synthetic070,jibrahim29@schoolname.example,Section B,42.25,43.86,45.62,54.51,50.84,66.21,61.19,59.46,,,,,,
Synthetic Student 071,SYN-EXP-000071,SYN-SIS-000071,synthetic071,kjohnson27@schoolname.example,Section C,36.07,35.38,34.99,40.11,,,,,,,,,,
Synthetic Student 072,SYN-EXP-000072,SYN-SIS-000072,synthetic072,lkim27@schoolname.example,Section D,20.7,35.27,25.08,33.52,,,,,,,,,,
Synthetic Student 073,SYN-EXP-000073,SYN-SIS-000073,synthetic073,mlewis28@schoolname.example,Section A,60.97,62.47,65.64,65.28,60.93,65.14,,,,,,,,
Synthetic Student 074,SYN-EXP-000074,SYN-SIS-000074,synthetic074,nmartinez26@schoolname.example,Section B,37.04,38.39,,,,,,,,,,,,
Synthetic Student 075,SYN-EXP-000075,SYN-SIS-000075,synthetic075,pnelson27@schoolname.example,Section C,82.66,87.41,86.76,86.23,,,,,,,,,,
Synthetic Student 076,SYN-EXP-000076,SYN-SIS-000076,synthetic076,qortiz28@schoolname.example,Section D,46.67,53.18,43.79,62.02,54.2,66.29,,,,,,,,
Synthetic Student 077,SYN-EXP-000077,SYN-SIS-000077,synthetic077,rprice27@schoolname.example,Section A,0,28.04,0,30.23,,,,,,,,,,
Synthetic Student 078,SYN-EXP-000078,SYN-SIS-000078,synthetic078,sstone28@schoolname.example,Section B,37.86,41.57,36.44,43.99,42.71,46.32,,,,,,,,
Synthetic Student 079,SYN-EXP-000079,SYN-SIS-000079,synthetic079,tmiller28@schoolname.example,Section C,69.39,73.34,66.6,76.03,75.94,74.71,,,,,,,,
Synthetic Student 080,SYN-EXP-000080,SYN-SIS-000080,synthetic080,vrivera28@schoolname.example,Section D,25.44,29.36,28.52,37.33,35.1,45.7,,,,,,,,
Synthetic Student 081,SYN-EXP-000081,SYN-SIS-000081,synthetic081,apatel29@schoolname.example,Section A,91.85,94.94,94.46,100,93.85,99.31,100,97.32,,,,,,
Synthetic Student 082,SYN-EXP-000082,SYN-SIS-000082,synthetic082,bbrooks27@schoolname.example,Section B,50.47,53.13,52.36,60.61,,,,,,,,,,
Synthetic Student 083,SYN-EXP-000083,SYN-SIS-000083,synthetic083,cchen27@schoolname.example,Section C,34.33,33.96,26.95,0,,,,,,,,,,
Synthetic Student 084,SYN-EXP-000084,SYN-SIS-000084,synthetic084,ddavis29@schoolname.example,Section D,55.03,62.15,64.22,0,60.14,67.1,67.15,70.65,,,,,,
Synthetic Student 085,SYN-EXP-000085,SYN-SIS-000085,synthetic085,eevans29@schoolname.example,Section A,52.06,54.05,60.35,65.72,61.61,61.63,61.9,65.64,,,,,,
Synthetic Student 086,SYN-EXP-000086,SYN-SIS-000086,synthetic086,fflores29@schoolname.example,Section B,58.31,63.55,58,64.07,65.29,70.27,63.9,66.44,,,,,,
Synthetic Student 087,SYN-EXP-000087,SYN-SIS-000087,synthetic087,ggarcia28@schoolname.example,Section C,0,48.57,49.24,50.43,49.62,66.53,,,,,,,,
Synthetic Student 088,SYN-EXP-000088,SYN-SIS-000088,synthetic088,hhayes28@schoolname.example,Section D,58.82,62.96,55.82,59.09,63.48,63.85,,,,,,,,
Synthetic Student 089,SYN-EXP-000089,SYN-SIS-000089,synthetic089,iibrahim27@schoolname.example,Section A,84.66,82.78,83.16,90.34,,,,,,,,,,
Synthetic Student 090,SYN-EXP-000090,SYN-SIS-000090,synthetic090,jjohnson27@schoolname.example,Section B,58.27,59.57,63.23,61,,,,,,,,,,
Synthetic Student 091,SYN-EXP-000091,SYN-SIS-000091,synthetic091,kkim28@schoolname.example,Section C,67.29,81.67,79.03,83.83,77.95,82.64,,,,,,,,
Synthetic Student 092,SYN-EXP-000092,SYN-SIS-000092,synthetic092,llewis29@schoolname.example,Section D,54.48,60.48,61.17,63.39,68.63,70.1,64.19,78.4,,,,,,
Synthetic Student 093,SYN-EXP-000093,SYN-SIS-000093,synthetic093,mmartinez26@schoolname.example,Section A,78.84,74.91,,,,,,,,,,,,
Synthetic Student 094,SYN-EXP-000094,SYN-SIS-000094,synthetic094,nnelson28@schoolname.example,Section B,60.83,71.46,62.91,69.62,64.9,0,,,,,,,,
Synthetic Student 095,SYN-EXP-000095,SYN-SIS-000095,synthetic095,portiz26@schoolname.example,Section C,63.6,63.27,,,,,,,,,,,,
Synthetic Student 096,SYN-EXP-000096,SYN-SIS-000096,synthetic096,qprice26@schoolname.example,Section D,81.22,84.42,,,,,,,,,,,,
Synthetic Student 097,SYN-EXP-000097,SYN-SIS-000097,synthetic097,rstone28@schoolname.example,Section A,47.25,51.91,51.37,58.19,51.17,53.11,,,,,,,,
Synthetic Student 098,SYN-EXP-000098,SYN-SIS-000098,synthetic098,smiller28@schoolname.example,Section B,54.73,0,60.96,0,62.28,0,,,,,,,,
Synthetic Student 099,SYN-EXP-000099,SYN-SIS-000099,synthetic099,trivera26@schoolname.example,Section C,44.99,46.9,,,,,,,,,,,,
Synthetic Student 100,SYN-EXP-000100,SYN-SIS-000100,synthetic100,vnguyen29@schoolname.example,Section D,14.3,21.98,0,32.36,32.16,28.25,28.6,33.98,,,,,,
Synthetic Student 101,SYN-EXP-000101,SYN-SIS-000101,synthetic101,abrooks26@schoolname.example,Section A,18.34,28.7,,,,,,,,,,,,
Synthetic Student 102,SYN-EXP-000102,SYN-SIS-000102,synthetic102,bchen26@schoolname.example,Section B,38.52,42.56,,,,,,,,,,,,
Synthetic Student 103,SYN-EXP-000103,SYN-SIS-000103,synthetic103,cdavis26@schoolname.example,Section C,62.44,73.6,,,,,,,,,,,,
Synthetic Student 104,SYN-EXP-000104,SYN-SIS-000104,synthetic104,devans26@schoolname.example,Section D,87.71,92.31,,,,,,,,,,,,
Synthetic Student 105,SYN-EXP-000105,SYN-SIS-000105,synthetic105,eflores29@schoolname.example,Section A,30.91,35.87,38.05,48.17,45.02,53.24,54.03,58.64,,,,,,
Synthetic Student 106,SYN-EXP-000106,SYN-SIS-000106,synthetic106,fgarcia26@schoolname.example,Section B,74.01,69.98,,,,,,,,,,,,
Synthetic Student 107,SYN-EXP-000107,SYN-SIS-000107,synthetic107,ghayes27@schoolname.example,Section C,20.8,32.23,32.91,41.55,,,,,,,,,,
Synthetic Student 108,SYN-EXP-000108,SYN-SIS-000108,synthetic108,hibrahim27@schoolname.example,Section D,46.33,57.66,0,42.94,,,,,,,,,,
Synthetic Student 109,SYN-EXP-000109,SYN-SIS-000109,synthetic109,ijohnson28@schoolname.example,Section A,71.06,78.19,77.48,77.73,75.73,75.71,,,,,,,,
Synthetic Student 110,SYN-EXP-000110,SYN-SIS-000110,synthetic110,jkim28@schoolname.example,Section B,73.9,74.23,75.92,79.51,77.71,83.41,,,,,,,,
Synthetic Student 111,SYN-EXP-000111,SYN-SIS-000111,synthetic111,klewis29@schoolname.example,Section C,31.03,34.45,35.1,40.71,30.12,47.28,41.64,46.77,,,,,,
Synthetic Student 112,SYN-EXP-000112,SYN-SIS-000112,synthetic112,lmartinez29@schoolname.example,Section D,10.69,17.96,14.95,17.79,21.06,23.34,26.44,28.57,,,,,,
Synthetic Student 113,SYN-EXP-000113,SYN-SIS-000113,synthetic113,mnelson29@schoolname.example,Section A,15.23,22.82,19.91,26.3,31.43,32.93,31.55,33.73,,,,,,
Synthetic Student 114,SYN-EXP-000114,SYN-SIS-000114,synthetic114,nortiz29@schoolname.example,Section B,43.12,42.97,44.79,56.53,54.82,56.15,52.28,57.32,,,,,,
Synthetic Student 115,SYN-EXP-000115,SYN-SIS-000115,synthetic115,pprice28@schoolname.example,Section C,0,64.64,57.57,60.2,0,60.58,,,,,,,,
Synthetic Student 116,SYN-EXP-000116,SYN-SIS-000116,synthetic116,qstone29@schoolname.example,Section D,22.84,31.47,30.28,37.32,24.2,43.26,32.19,41.6,,,,,,
Synthetic Student 117,SYN-EXP-000117,SYN-SIS-000117,synthetic117,rmiller26@schoolname.example,Section A,58.68,62.65,,,,,,,,,,,,
Synthetic Student 118,SYN-EXP-000118,SYN-SIS-000118,synthetic118,srivera26@schoolname.example,Section B,97.17,99.43,,,,,,,,,,,,
Synthetic Student 119,SYN-EXP-000119,SYN-SIS-000119,synthetic119,tnguyen29@schoolname.example,Section C,44.69,44.51,41.88,48.67,40.83,49.74,51.63,60.58,,,,,,
Synthetic Student 120,SYN-EXP-000120,SYN-SIS-000120,synthetic120,vpatel28@schoolname.example,Section D,62.44,56.67,62.6,69.14,65.01,58.69,,,,,,,,
Synthetic Student 121,SYN-EXP-000121,SYN-SIS-000121,synthetic121,achen28@schoolname.example,Section A,95.39,91.22,94.74,88.75,91.7,90.32,,,,,,,,
Synthetic Student 122,SYN-EXP-000122,SYN-SIS-000122,synthetic122,bdavis28@schoolname.example,Section B,29.27,29.42,26.24,38.4,28.37,35.21,,,,,,,,
Synthetic Student 123,SYN-EXP-000123,SYN-SIS-000123,synthetic123,cevans28@schoolname.example,Section C,51.99,65.08,67.84,67.97,75.64,0,,,,,,,,
Synthetic Student 124,SYN-EXP-000124,SYN-SIS-000124,synthetic124,dflores26@schoolname.example,Section D,21,32.8,,,,,,,,,,,,
Synthetic Student 125,SYN-EXP-000125,SYN-SIS-000125,synthetic125,egarcia26@schoolname.example,Section A,62.42,74.39,,,,,,,,,,,,
Synthetic Student 126,SYN-EXP-000126,SYN-SIS-000126,synthetic126,fhayes29@schoolname.example,Section B,68.27,67.95,65.69,73.33,69.63,75.84,71.63,71.07,,,,,,
Synthetic Student 127,SYN-EXP-000127,SYN-SIS-000127,synthetic127,gibrahim29@schoolname.example,Section C,24.61,31.77,31.46,42.95,31.03,45.08,38.19,49.5,,,,,,
Synthetic Student 128,SYN-EXP-000128,SYN-SIS-000128,synthetic128,hjohnson28@schoolname.example,Section D,73.46,69.5,73.92,70.16,75.9,0,,,,,,,,
Synthetic Student 129,SYN-EXP-000129,SYN-SIS-000129,synthetic129,ikim26@schoolname.example,Section A,52.41,56.42,,,,,,,,,,,,
Synthetic Student 130,SYN-EXP-000130,SYN-SIS-000130,synthetic130,jlewis27@schoolname.example,Section B,32.78,47.37,43.24,43.06,,,,,,,,,,
Synthetic Student 131,SYN-EXP-000131,SYN-SIS-000131,synthetic131,kmartinez26@schoolname.example,Section C,43.6,54.72,,,,,,,,,,,,
Synthetic Student 132,SYN-EXP-000132,SYN-SIS-000132,synthetic132,lnelson28@schoolname.example,Section D,63.73,67.04,66.82,69.77,67.02,75.32,,,,,,,,
Synthetic Student 133,SYN-EXP-000133,SYN-SIS-000133,synthetic133,mortiz27@schoolname.example,Section A,93.93,99.28,0,100,,,,,,,,,,
Synthetic Student 134,SYN-EXP-000134,SYN-SIS-000134,synthetic134,nprice28@schoolname.example,Section B,52.62,58.1,46.95,61.04,53.78,61.21,,,,,,,,
Synthetic Student 135,SYN-EXP-000135,SYN-SIS-000135,synthetic135,pstone27@schoolname.example,Section C,69.19,67.37,68.78,69.56,,,,,,,,,,
Synthetic Student 136,SYN-EXP-000136,SYN-SIS-000136,synthetic136,qmiller27@schoolname.example,Section D,66.8,72.97,73.57,75.2,,,,,,,,,,
Synthetic Student 137,SYN-EXP-000137,SYN-SIS-000137,synthetic137,rrivera26@schoolname.example,Section A,21.25,0,,,,,,,,,,,,
Synthetic Student 138,SYN-EXP-000138,SYN-SIS-000138,synthetic138,snguyen26@schoolname.example,Section B,90.07,95.17,,,,,,,,,,,,
Synthetic Student 139,SYN-EXP-000139,SYN-SIS-000139,synthetic139,tpatel27@schoolname.example,Section C,41.76,45.19,42.62,44.92,,,,,,,,,,
Synthetic Student 140,SYN-EXP-000140,SYN-SIS-000140,synthetic140,vbrooks28@schoolname.example,Section D,31.45,38.52,34.15,0,38,43.3,,,,,,,,
Synthetic Student 141,SYN-EXP-000141,SYN-SIS-000141,synthetic141,adavis26@schoolname.example,Section A,80.12,88.05,,,,,,,,,,,,
Synthetic Student 142,SYN-EXP-000142,SYN-SIS-000142,synthetic142,bevans29@schoolname.example,Section B,32.97,37.55,32.41,50.69,40.58,0,37.37,48.38,,,,,,
Synthetic Student 143,SYN-EXP-000143,SYN-SIS-000143,synthetic143,cflores29@schoolname.example,Section C,25.86,39.36,40.92,44.64,36.73,49.45,45.22,58.53,,,,,,
Synthetic Student 144,SYN-EXP-000144,SYN-SIS-000144,synthetic144,dgarcia26@schoolname.example,Section D,84.61,82.23,,,,,,,,,,,,
Synthetic Student 145,SYN-EXP-000145,SYN-SIS-000145,synthetic145,ehayes28@schoolname.example,Section A,13.33,0,15.7,33.85,22.76,30.28,,,,,,,,
Synthetic Student 146,SYN-EXP-000146,SYN-SIS-000146,synthetic146,fibrahim29@schoolname.example,Section B,74.98,77.72,75.96,78.69,76.35,83.67,85.63,87.23,,,,,,
Synthetic Student 147,SYN-EXP-000147,SYN-SIS-000147,synthetic147,gjohnson27@schoolname.example,Section C,0,0,63.32,65.72,,,,,,,,,,
Synthetic Student 148,SYN-EXP-000148,SYN-SIS-000148,synthetic148,hkim28@schoolname.example,Section D,33.43,50.06,45.63,51.26,47.53,0,,,,,,,,
Synthetic Student 149,SYN-EXP-000149,SYN-SIS-000149,synthetic149,ilewis29@schoolname.example,Section A,44,59.56,54,60.71,59.92,65.84,60.78,61.26,,,,,,
Synthetic Student 150,SYN-EXP-000150,SYN-SIS-000150,synthetic150,jmartinez29@schoolname.example,Section B,63.82,73,72.06,76.5,73.59,76.71,74.93,73.51,,,,,,
Synthetic Student 151,SYN-EXP-000151,SYN-SIS-000151,synthetic151,knelson29@schoolname.example,Section C,62.68,0,66.44,67.59,0,0,72.38,74.49,,,,,,
Synthetic Student 152,SYN-EXP-000152,SYN-SIS-000152,synthetic152,lortiz28@schoolname.example,Section D,63.6,74.13,69.93,71.38,74.16,85.61,,,,,,,,
Synthetic Student 153,SYN-EXP-000153,SYN-SIS-000153,synthetic153,mprice26@schoolname.example,Section A,39.52,44.1,,,,,,,,,,,,
Synthetic Student 154,SYN-EXP-000154,SYN-SIS-000154,synthetic154,nstone27@schoolname.example,Section B,85.1,92.65,94.73,93.12,,,,,,,,,,
Synthetic Student 155,SYN-EXP-000155,SYN-SIS-000155,synthetic155,pmiller28@schoolname.example,Section C,42.4,0,48.7,52.88,47.47,55.4,,,,,,,,
Synthetic Student 156,SYN-EXP-000156,SYN-SIS-000156,synthetic156,qrivera29@schoolname.example,Section D,6.64,20.45,14.06,27.17,18.88,32.56,25.33,36.73,,,,,,
Synthetic Student 157,SYN-EXP-000157,SYN-SIS-000157,synthetic157,rnguyen29@schoolname.example,Section A,56.62,64.63,54.37,63.02,62.21,61.41,60.68,62.21,,,,,,
Synthetic Student 158,SYN-EXP-000158,SYN-SIS-000158,synthetic158,spatel27@schoolname.example,Section B,90.05,90.03,0,94.59,,,,,,,,,,
Synthetic Student 159,SYN-EXP-000159,SYN-SIS-000159,synthetic159,tbrooks28@schoolname.example,Section C,47.99,48.7,44.2,52.69,46.73,61.31,,,,,,,,
Synthetic Student 160,SYN-EXP-000160,SYN-SIS-000160,synthetic160,vchen29@schoolname.example,Section D,11.89,30.8,31.66,35.25,38.3,46.35,41.37,49.23,,,,,,
Synthetic Student 161,SYN-EXP-000161,SYN-SIS-000161,synthetic161,aevans27@schoolname.example,Section A,47.54,55.87,50.78,53.74,,,,,,,,,,
Synthetic Student 162,SYN-EXP-000162,SYN-SIS-000162,synthetic162,bflores26@schoolname.example,Section B,61.86,0,,,,,,,,,,,,
Synthetic Student 163,SYN-EXP-000163,SYN-SIS-000163,synthetic163,cgarcia26@schoolname.example,Section C,45.86,50.14,,,,,,,,,,,,
